,Timestamp,Value,Quality,Tagname
72,2017-06-21 16:32:58.177,0.98495,3,Node-Raw_z
73,2017-06-21 16:32:58.176,0.98495,3,Node-Raw_z
74,2017-06-21 16:32:58.175,0.98495,3,Node-Raw_z
75,2017-06-21 16:32:58.174,0.98495,3,Node-Raw_z
76,2017-06-21 16:32:58.173,0.98495,3,Node-Raw_z
77,2017-06-21 16:32:58.172,0.98495,3,Node-Raw_z
78,2017-06-21 16:32:58.171,0.98495,3,Node-Raw_z
79,2017-06-21 16:32:58.170,0.98495,3,Node-Raw_z
80,2017-06-21 16:32:58.168,0.98578,3,Node-Raw_z
81,2017-06-21 16:32:58.167,0.98578,3,Node-Raw_z
82,2017-06-21 16:32:58.166,0.98578,3,Node-Raw_z
83,2017-06-21 16:32:58.165,0.98578,3,Node-Raw_z
84,2017-06-21 16:32:58.164,0.98578,3,Node-Raw_z
85,2017-06-21 16:32:58.163,0.98578,3,Node-Raw_z
86,2017-06-21 16:32:58.162,0.98578,3,Node-Raw_z
87,2017-06-21 16:32:58.161,0.98496,3,Node-Raw_z
88,2017-06-21 16:32:58.160,0.98496,3,Node-Raw_z
89,2017-06-21 16:32:58.159,0.98496,3,Node-Raw_z
90,2017-06-21 16:32:58.158,0.98496,3,Node-Raw_z
91,2017-06-21 16:32:58.157,0.98496,3,Node-Raw_z
92,2017-06-21 16:32:58.156,0.98496,3,Node-Raw_z
93,2017-06-21 16:32:58.155,0.98496,3,Node-Raw_z
94,2017-06-21 16:32:58.154,0.98496,3,Node-Raw_z
95,2017-06-21 16:32:58.153,0.98441,3,Node-Raw_z
96,2017-06-21 16:32:58.152,0.98441,3,Node-Raw_z
97,2017-06-21 16:32:58.151,0.98441,3,Node-Raw_z
98,2017-06-21 16:32:58.150,0.98441,3,Node-Raw_z
99,2017-06-21 16:32:58.149,0.98441,3,Node-Raw_z
100,2017-06-21 16:32:58.148,0.98441,3,Node-Raw_z
101,2017-06-21 16:32:58.147,0.98441,3,Node-Raw_z
102,2017-06-21 16:32:58.146,0.9854,3,Node-Raw_z
103,2017-06-21 16:32:58.145,0.9854,3,Node-Raw_z
104,2017-06-21 16:32:58.144,0.9854,3,Node-Raw_z
105,2017-06-21 16:32:58.143,0.9854,3,Node-Raw_z
106,2017-06-21 16:32:58.142,0.9854,3,Node-Raw_z
107,2017-06-21 16:32:58.141,0.9854,3,Node-Raw_z
108,2017-06-21 16:32:58.140,0.9854,3,Node-Raw_z
109,2017-06-21 16:32:58.139,0.9854,3,Node-Raw_z
110,2017-06-21 16:32:58.138,0.98495,3,Node-Raw_z
111,2017-06-21 16:32:58.137,0.98495,3,Node-Raw_z
112,2017-06-21 16:32:58.135,0.98495,3,Node-Raw_z
113,2017-06-21 16:32:58.134,0.98495,3,Node-Raw_z
114,2017-06-21 16:32:58.133,0.98495,3,Node-Raw_z
115,2017-06-21 16:32:58.132,0.98495,3,Node-Raw_z
116,2017-06-21 16:32:58.131,0.98495,3,Node-Raw_z
117,2017-06-21 16:32:58.130,0.98495,3,Node-Raw_z
118,2017-06-21 16:32:58.129,0.98453,3,Node-Raw_z
119,2017-06-21 16:32:58.128,0.98453,3,Node-Raw_z
120,2017-06-21 16:32:58.127,0.98453,3,Node-Raw_z
121,2017-06-21 16:32:58.126,0.98453,3,Node-Raw_z
122,2017-06-21 16:32:58.125,0.98453,3,Node-Raw_z
123,2017-06-21 16:32:58.124,0.98453,3,Node-Raw_z
124,2017-06-21 16:32:58.123,0.98453,3,Node-Raw_z
125,2017-06-21 16:32:58.122,0.98453,3,Node-Raw_z
126,2017-06-21 16:32:58.121,0.98501,3,Node-Raw_z
127,2017-06-21 16:32:58.120,0.98501,3,Node-Raw_z
128,2017-06-21 16:32:58.119,0.98501,3,Node-Raw_z
129,2017-06-21 16:32:58.118,0.98501,3,Node-Raw_z
130,2017-06-21 16:32:58.117,0.98501,3,Node-Raw_z
131,2017-06-21 16:32:58.116,0.98501,3,Node-Raw_z
132,2017-06-21 16:32:58.115,0.98501,3,Node-Raw_z
133,2017-06-21 16:32:58.114,0.98501,3,Node-Raw_z
134,2017-06-21 16:32:58.113,0.98442,3,Node-Raw_z
135,2017-06-21 16:32:58.112,0.98442,3,Node-Raw_z
136,2017-06-21 16:32:58.111,0.98442,3,Node-Raw_z
137,2017-06-21 16:32:58.110,0.98442,3,Node-Raw_z
138,2017-06-21 16:32:58.109,0.98442,3,Node-Raw_z
139,2017-06-21 16:32:58.108,0.98442,3,Node-Raw_z
140,2017-06-21 16:32:58.107,0.98442,3,Node-Raw_z
141,2017-06-21 16:32:58.106,0.98442,3,Node-Raw_z
142,2017-06-21 16:32:58.105,0.98444,3,Node-Raw_z
143,2017-06-21 16:32:58.104,0.98444,3,Node-Raw_z
144,2017-06-21 16:32:58.103,0.98444,3,Node-Raw_z
145,2017-06-21 16:32:58.102,0.98444,3,Node-Raw_z
146,2017-06-21 16:32:58.101,0.98444,3,Node-Raw_z
147,2017-06-21 16:32:58.100,0.98444,3,Node-Raw_z
148,2017-06-21 16:32:58.099,0.98444,3,Node-Raw_z
149,2017-06-21 16:32:58.098,0.98444,3,Node-Raw_z
150,2017-06-21 16:32:58.097,0.98505,3,Node-Raw_z
151,2017-06-21 16:32:58.096,0.98505,3,Node-Raw_z
152,2017-06-21 16:32:58.095,0.98505,3,Node-Raw_z
153,2017-06-21 16:32:58.094,0.98505,3,Node-Raw_z
154,2017-06-21 16:32:58.093,0.98505,3,Node-Raw_z
155,2017-06-21 16:32:58.092,0.98505,3,Node-Raw_z
156,2017-06-21 16:32:58.083,0.98521,3,Node-Raw_z
157,2017-06-21 16:32:58.082,0.98521,3,Node-Raw_z
158,2017-06-21 16:32:58.081,0.98488,3,Node-Raw_z
159,2017-06-21 16:32:58.080,0.98488,3,Node-Raw_z
160,2017-06-21 16:32:58.079,0.98488,3,Node-Raw_z
161,2017-06-21 16:32:58.078,0.98488,3,Node-Raw_z
162,2017-06-21 16:32:58.077,0.98488,3,Node-Raw_z
163,2017-06-21 16:32:58.076,0.98488,3,Node-Raw_z
164,2017-06-21 16:32:58.075,0.98441,3,Node-Raw_z
165,2017-06-21 16:32:58.067,0.98441,3,Node-Raw_z
166,2017-06-21 16:32:58.066,0.98441,3,Node-Raw_z
167,2017-06-21 16:32:58.065,0.98501,3,Node-Raw_z
168,2017-06-21 16:32:58.064,0.98501,3,Node-Raw_z
169,2017-06-21 16:32:58.063,0.98501,3,Node-Raw_z
170,2017-06-21 16:32:58.062,0.98501,3,Node-Raw_z
171,2017-06-21 16:32:58.061,0.98528,3,Node-Raw_z
172,2017-06-21 16:32:58.047,0.98493,3,Node-Raw_z
173,2017-06-21 16:32:58.046,0.98493,3,Node-Raw_z
174,2017-06-21 16:32:58.045,0.98493,3,Node-Raw_z
175,2017-06-21 16:32:58.044,0.98493,3,Node-Raw_z
176,2017-06-21 16:32:58.034,0.985,3,Node-Raw_z
177,2017-06-21 16:32:58.033,0.98507,3,Node-Raw_z
178,2017-06-21 16:32:58.032,0.98507,3,Node-Raw_z
179,2017-06-21 16:32:58.031,0.98507,3,Node-Raw_z
180,2017-06-21 16:32:58.030,0.98507,3,Node-Raw_z
181,2017-06-21 16:32:58.029,0.98507,3,Node-Raw_z
182,2017-06-21 16:32:58.028,0.98507,3,Node-Raw_z
183,2017-06-21 16:32:58.024,0.98507,3,Node-Raw_z
184,2017-06-21 16:32:58.023,0.98454,3,Node-Raw_z
185,2017-06-21 16:32:58.022,0.98454,3,Node-Raw_z
186,2017-06-21 16:32:58.021,0.98454,3,Node-Raw_z
187,2017-06-21 16:32:58.020,0.98454,3,Node-Raw_z
188,2017-06-21 16:32:58.012,0.98476,3,Node-Raw_z
189,2017-06-21 16:32:58.011,0.98476,3,Node-Raw_z
190,2017-06-21 16:32:58.010,0.98476,3,Node-Raw_z
191,2017-06-21 16:32:58.009,0.9849,3,Node-Raw_z
192,2017-06-21 16:32:58.008,0.9849,3,Node-Raw_z
193,2017-06-21 16:32:58.007,0.9849,3,Node-Raw_z
194,2017-06-21 16:32:58.006,0.9849,3,Node-Raw_z
195,2017-06-21 16:32:57.998,0.98491,3,Node-Raw_z
196,2017-06-21 16:32:57.997,0.98491,3,Node-Raw_z
197,2017-06-21 16:32:57.996,0.98491,3,Node-Raw_z
198,2017-06-21 16:32:57.995,0.98491,3,Node-Raw_z
